PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn
Kepler-232 b,0,,0.28068,4.431222,,,,,,,,,transit,2014,14/02/26,19 43 15,+51 07 18,1323.08,0.964,0.968,,5847,,Confirmed planets
Kepler-232 c,0,,0.34903,11.379349,,,,,,,,,transit,2014,14/02/26,19 43 15,+51 07 18,1323.08,0.964,0.968,,5847,,Confirmed planets
Kepler-1039 b,0,,0.13,0.93488424,,,,,,,,,transit,2016,16/05/10,19 53 18,+45 18 56,,0.79,0.74,0.01,4870,,Confirmed planets
Kepler-1365 b,0,,0.082,7.69993485,,,,,,,,,transit,2016,16/05/10,19 28 48,+42 02 46,,1,1.05,0.03,5770,,Confirmed planets
HD 180314 b,0,22,,396.03,1.4,0.257,,,,,553.4,,RV,2010,11/08/05,19 14 50,+31 51 37,132,2.6,9.2,0.2,4917,,Confirmed planets
HD 217107 b,0,1.4135,,7.126846,0.07505,0.1283,24,,,,,,RV,1998,15/08/15,22 58 15.5,-02 23 43.4,19.86,1.108,1.5,0.389,5704,,Confirmed planets
HD 217107 c,0,4.513,,5189,6.074,0.3848,206.3,,,,,,RV,2005,15/08/15,22 58 15.5,-02 23 43.4,19.86,1.108,1.5,0.389,5704,,Confirmed planets
Kepler-349 b,0,,0.17315,5.929778,,,,,,,,,transit,2014,14/02/26,19 34 42,+44 36 56,987.72,1.017,0.927,,5956,,Confirmed planets
Kepler-349 c,0,,0.17862,12.247629,,,,,,,,,transit,2014,14/02/26,19 34 42,+44 36 56,987.72,1.017,0.927,,5956,,Confirmed planets
FW Tau b,1,10,,,,,,,,,,,imaging,2013,13/12/02,04 29 30,+26 16 53,145,,,,,,"Confirmed planets, Planets in binary systems, P-type"
beta Pic b,0,11,1.65,8167,9.25,0.07,155.85,,31.75,89.01,1600,,imaging,2008,15/08/22,05 47 17,-51 03 59,19.3,1.6,,,9790,0.023,Confirmed planets
Kepler-637 b,0,,0.424,23.20584623,,,,,,,,,transit,2016,16/05/10,19 29 40,+41 25 01,,1.64,2.56,0.38,6096,,Confirmed planets
Kepler-1421 b,0,,0.083,6.9131112,,,,,,,,,transit,2016,16/05/10,19 06 19,+48 32 39,,1.25,1.42,0.05,6335,,Confirmed planets
HD 153950 b,0,2.73,,499.4,1.28,0.34,308.2,,,,,,RV,2008,15/11/17,17 04 30.86989,-43 18 35.1765,49.5,1.12,1.34,-0.01,6076,,Confirmed planets
Kepler-701 b,0,,0.253,10.35533177,,,,,,,,,transit,2016,16/05/10,19 15 59,+41 37 60,,0.88,0.84,0,5343,,Confirmed planets
Kepler-240 c,0,,0.20049,7.953528,,,,,,,,,transit,2014,14/02/26,19 24 38,+40 45 00,840.27,0.753,0.739,,4985,,Confirmed planets
Kepler-240 b,0,,0.12485,4.144495,,,,,,,,,transit,2014,14/02/26,19 24 38,+40 45 00,840.27,0.753,0.739,,4985,,Confirmed planets
HD 204941 b,0,0.266,,1733,2.56,0.37,,,,,117.2,,RV,2011,11/08/02,21 32 24,-20 57 27,27,0.74,0.72,-0.19,5056,,Confirmed planets
Kepler-1355 b,0,,0.13,1.28958811,,,,,,,,,transit,2016,16/05/10,18 54 58,+49 04 05,,0.88,0.83,-0.04,5352,,Confirmed planets
Kepler-440 b,0,,0.166,101.11141,0.242,,,,,89.93,,,transit,2015,15/01/28,19 01 23.99,+41 27 07.9,261,0.575,0.559,-0.3,4134,1.3,Confirmed planets
Kepler-574 b,0,,0.213,7.65880414,,,,,,,,,transit,2016,16/05/10,19 20 59,+52 08 57,,0.95,0.91,-0.01,5612,,Confirmed planets
Kepler-1223 b,0,,0.109,16.301259,,,,,,,,,transit,2016,16/05/10,19 01 11,+44 33 10,,0.8,0.75,0.04,4870,,Confirmed planets
11 Com b,0,19.4,,326.03,1.29,0.231,94.8,,,,,,RV,2008,15/09/20,12 20 43,+17 47 34,88.9,2.7,19,-0.35,4742,,Confirmed planets
HD 149026 b,0,0.356,0.718,2.8758916,0.04288,0,,,,85.3,1601.5,,transit,2005,12/07/05,16 30 29,+38 20 50,78.9,1.3,1.497,0.36,6147,,Confirmed planets
Kepler-499 b,0,,0.194,5.63252845,,,,,,,,,transit,2016,16/05/10,19 40 26,+43 54 55,,0.87,0.83,0,5312,,Confirmed planets
HD 96167 b,0,0.68,,498.9,1.3,0.71,,,,,293.2,,RV,2009,09/04/21,11 05 15,-10 17 29,84,1.31,1.86,0.34,5770,,Confirmed planets
Kepler-1370 b,0,,0.164,20.2641684,,,,,,,,,transit,2016,16/05/10,18 58 16,+41 46 43,,1.19,1.29,0.05,6202,,Confirmed planets
Kepler-1370 c,0,,0.113,7.44142113,,,,,,,,,transit,2016,16/05/10,18 58 16,+41 46 43,,1.19,1.29,0.05,6202,,Confirmed planets
NGC 4349 No 127 b,0,19.8,,677.8,2.38,0.19,,,,,599.9,,RV,2007,07/11/27,12 24 08,-61 52 18,2176,3.9,,,5700,,"Confirmed planets, Planets in open clusters"
Kepler-1040 b,0,,0.186,201.1214,,,,,,,,,transit,2016,16/05/10,18 52 27,+48 07 53,,0.98,0.96,0.01,5694,,Confirmed planets
WASP-90 b,0,0.63,1.63,3.916243,0.0562,,,,,82.1,1840,,transit,2013,13/10/22,21 02 08,+07 03 24,340,1.55,1.98,0.11,6430,,Confirmed planets
HD 101930 b,0,0.3,,70.46,0.302,0.11,,,,,385.4,,RV,2005,10/12/29,11 43 30,-58 00 24,30.49,0.74,,0.17,5079,,Confirmed planets
Kepler-219 b,0,,0.26883,4.585512,,,,,,,,,transit,2014,14/02/26,19 14 57,+46 45 45,953.85,1.171,1.491,,5786,,Confirmed planets
Kepler-219 c,0,,0.32625,22.714613,,,,,,,,,transit,2014,14/02/26,19 14 57,+46 45 45,953.85,1.171,1.491,,5786,,Confirmed planets
Kepler-219 d,0,,0.25608,47.903645,,,,,,,,,transit,2014,14/02/26,19 14 57,+46 45 45,953.85,1.171,1.491,,5786,,Confirmed planets
Kepler-609 b,0,,0.299,6.52121067,,,,,,,,,transit,2016,16/05/10,19 28 53,+44 42 00,,1.09,1.14,0.06,5971,,Confirmed planets
Kepler-1600 b,0,,0.279,386.370548,,,,,,,,,transit,2016,16/05/10,19 25 36,+38 47 16,,0.86,0.82,0.07,5214,,Confirmed planets
KELT-12 b,0,0.95,1.79,5.03145,0.0671,,,,,84.46,,,transit,2016,16/08/17,17 50 34,+36 34 13,360,1.592,2.37,0.19,6278,2.2,Confirmed planets
HIP 41378 b,0,,0.26,15.5712,,,,,,88.4,,,transit,2016,16/06/29,08 26 28,+10 04 49,116,1.15,1.4,-0.11,6199,,Confirmed planets
HIP 41378 c,0,,0.228,31.6978,,,,,,89.58,,,transit,2016,16/06/29,08 26 28,+10 04 49,116,1.15,1.4,-0.11,6199,,Confirmed planets
HIP 41378 d,0,,0.353,157,,,,,,,,,transit,2016,16/06/29,08 26 28,+10 04 49,116,1.15,1.4,-0.11,6199,,Confirmed planets
HIP 41378 e,0,,0.492,131,,,,,,,,,transit,2016,16/06/29,08 26 28,+10 04 49,116,1.15,1.4,-0.11,6199,,Confirmed planets
HIP 41378 f,0,,0.91,324,,,,,,,,,transit,2016,16/06/29,08 26 28,+10 04 49,116,1.15,1.4,-0.11,6199,,Confirmed planets
Kepler-439 b,0,,0.2,178.1396,0.563,,,,,89.95,,,transit,2015,15/01/28,18 43 12.38,+44 02 02.4,693,0.884,0.866,0.02,5431,7.2,Confirmed planets
LkCa 15 b,0,6,,40000,,,,,,,,,imaging,2011,11/10/19,04 39 18,+22 21 03,145,0.97,,,5150,,Confirmed planets
Kepler-525 b,0,,0.235,18.68404933,,,,,,,,,transit,2016,16/05/10,19 44 44,+47 21 32,,0.95,1.15,0.11,5573,,Confirmed planets
Kepler-1170 b,0,,0.215,9.98969327,,,,,,,,,transit,2016,16/05/10,19 28 40,+43 46 47,,0.8,0.76,-0.09,5069,,Confirmed planets
PSO J318.5-22,3,6.5,1.53,,,,,,,,1160,,imaging,2013,13/10/03,21 14 08,+22 51 36,24.6,,,,,,"Confirmed planets, Orphan planets"
HD 13808 b,0,0.0325,,14.182,0.1017,0.17,,,,,617.8,,RV,2011,11/09/12,02 12 43,-53 44 38,28.6,,,,5150,,Confirmed planets
HD 13808 c,0,0.036,,53.832,0.2476,0.43,,,,,391.9,,RV,2011,11/09/12,02 12 43,-53 44 38,28.6,,,,5150,,Confirmed planets
KOI-1894.01,0,0.18,0.66,5.28789787,0.067,0,,,,80.4,,,transit,2015,15/01/27,19 49 26.232,+49 47 51.18,,1.41,3.79,,4992,,Controversial
Kepler-450 b,2,,0.548,28.454851,0.201,0.02,,,,,,,transit,2015,,19 41 56.76,+51 00 48.6,,1.346,1.57,,,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-450 c,2,,0.234,15.413135,0.134,0.02,,,,,,,transit,2015,,19 41 56.76,+51 00 48.6,,1.346,1.57,,,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-450 d,2,,0.0747,7.51464,0.083,0.14,,,,,,,transit,2015,,19 41 56.76,+51 00 48.6,,1.346,1.57,,,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-1316 b,0,,0.316,87.9732136,,,,,,,,,transit,2016,16/05/10,19 55 21,+40 17 35,,1.04,1.12,0.03,5884,,Confirmed planets
HD 175607 b,0,0.0283,,8.98,,0.11,142,,,,,,RV,2015,15/11/15,19 01 05.49,-66 11 33.65,45.27,0.71,0.7,-0.62,5392,10.32,Confirmed planets
HD 175607 c,0,0.11,,1336.61,,0.42,14,,,,,,RV,2015,15/11/15,19 01 05.49,-66 11 33.65,45.27,0.71,0.7,-0.62,5392,10.32,Controversial
Kepler-1032 b,0,,0.167,3.29011795,,,,,,,,,transit,2016,16/05/10,19 19 43,+40 05 52,,0.77,0.71,0.16,4647,,Confirmed planets
Kepler-1616 b,0,,0.091,6.76284377,,,,,,,,,transit,2016,16/05/10,19 06 10,+45 18 18,,1.21,1.34,0.02,6266,,Confirmed planets
HIP 63242 b,0,9.18,,124.6,0.565,0.23,118.2,,,,,,RV,2013,13/06/18,12 57 32,-65 38 47,135,1.54,,-0.31,4839,,Confirmed planets
Kepler-929 b,0,,0.099,0.92103214,,,,,,,,,transit,2016,16/05/10,19 53 55,+41 36 55,,1.01,1.02,-0.04,5869,,Confirmed planets
HD 113337 b,0,2.83,,324,0.92,0.46,-140.8,,,,,,RV,2013,13/10/10,13 01 47,+63 36 37,36.9,1.4,1.5,0.07,,0.15,Confirmed planets
Kepler-716 b,0,,0.259,10.37168453,,,,,,,,,transit,2016,16/05/10,19 21 34,+43 21 50,,0.83,0.78,0,5099,,Confirmed planets
KOI-188 b,0,0.25,0.978,3.79701816,0.0464,,,,,87.02,1070,,transit,2014,14/10/02,19 21 26,+40 34 04,650,0.93,0.86,0.24,5170,5,Confirmed planets
Kepler-174 b,0,,0.17862,13.98179,,,,,,,,,transit,2014,14/02/26,19 09 45,+43 49 55,360.14,0.602,0.622,,4880,,Confirmed planets
Kepler-174 c,0,,0.13578,44.000529,,,,,,,,,transit,2014,14/02/26,19 09 45,+43 49 55,360.14,0.602,0.622,,4880,,Confirmed planets
Kepler-174 d,0,,0.19958,247.35373,,,,,,,,,transit,2014,14/02/26,19 09 45,+43 49 55,360.14,0.602,0.622,,4880,,Confirmed planets
HD 142245 b,0,1.9,,1299,2.77,0,,,,,292.8,,RV,2011,11/08/23,15 52 56,+15 25 50,109,1.69,5.2,0.23,4878,,Confirmed planets
Kepler-1098 b,0,,0.116,2.54307286,,,,,,,,,transit,2016,16/05/10,19 42 01,+43 13 58,,0.99,0.99,-0.02,5794,,Confirmed planets
Kepler-1070 b,0,,0.154,6.2216147,,,,,,,,,transit,2016,16/05/10,19 32 47,+49 18 59,,1.21,1.32,0.03,6261,,Confirmed planets
Kepler-599 b,0,,0.253,15.65562652,,,,,,,,,transit,2016,16/05/10,19 03 39,+41 04 10,,0.83,0.79,-0.02,5127,,Confirmed planets
Kepler-1184 b,0,,0.239,53.5991044,,,,,,,,,transit,2016,16/05/10,19 25 08,+46 57 58,,1.05,1.07,-0.04,5983,,Confirmed planets
Kepler-818 b,0,,0.456,10.03538581,,,,,,,,,transit,2016,16/05/10,19 44 56,+39 22 13,,0.94,0.92,-0.08,5638,,Confirmed planets
WASP-18 b,0,10.43,1.165,0.9414518,0.02047,0.0088,,,,86,2187.5,,transit,2009,12/07/05,01 37 25,-45 40 40,100,1.24,1.23,,6400,,Confirmed planets
Kepler-897 b,0,,0.213,8.0472642,,,,,,,,,transit,2016,16/05/10,19 22 21,+51 41 45,,1.03,1.04,0.04,5839,,Confirmed planets
Kepler-1624 b,0,,0.509,3.29030452,,,,,,,,,transit,2016,16/05/10,19 30 19,+37 22 35,,0.5,0.47,0.06,3636,,Confirmed planets
Kepler-1013 b,0,,0.192,18.93054959,,,,,,,,,transit,2016,16/05/10,19 20 59.5,+44 26 07,,0.81,0.76,0.04,4954,,Confirmed planets
iota Draconis b,0,8.82,,510.702,1.275,0.713,,,,69.9,598.2,,RV,2002,13/01/26,15 24 55,+58 57 57,31.5,1.4,12.8,0.15,4445,,Confirmed planets
Kepler-1248 b,0,,0.105,7.46725407,,,,,,,,,transit,2016,16/05/10,19 12 14,+51 21 16,,1.21,1.21,0.24,6149,,Confirmed planets
Kepler-1613 b,0,,0.186,1.5184299,,,,,,,,,transit,2016,16/05/10,19 19 30,+43 25 15,,1.08,1.12,0.01,6005,,Confirmed planets
HD 113538 b,0,0.36,,663.2,1.24,0.14,74,,,,,,RV,2010,15/11/21,13 04 57.47691,-52 26 34.5223,15.87,0.585,0.53,-0.24,4462,4.3,Confirmed planets
HD 113538 c,0,0.93,,1818,2.44,0.2,280,,,,,,RV,2010,15/11/21,13 04 57.47691,-52 26 34.5223,15.87,0.585,0.53,-0.24,4462,4.3,Confirmed planets
HD 102117 b,0,0.172,,20.67,0.1532,0.106,,,,,719.6,,RV,2004,06/11/25,11 44 50,-58 42 13,42,1.03,1.27,0.3,5672,,Confirmed planets
HIP 74890 b,0,2.4,,822.3,2.1,0.07,181.9,,,,,,RV,2016,16/03/17,15 18 17,-41 34 46,91.6,1.74,5.77,0.2,4850,,Confirmed planets
Kepler-306 c,0,,0.21416,7.240193,,,,,,,,,transit,2014,14/02/26,19 14 09,+40 36 58,772.83,0.93,0.719,,4954,,Confirmed planets
Kepler-306 b,0,,0.13852,4.646186,,,,,,,,,transit,2014,14/02/26,19 14 09,+40 36 58,772.83,0.93,0.719,,4954,,Confirmed planets
Kepler-306 d,0,,0.22509,17.326644,,,,,,,,,transit,2014,14/02/26,19 14 09,+40 36 58,772.83,0.93,0.719,,4954,,Confirmed planets
Kepler-306 e,0,,0.20687,44.840975,,,,,,,,,transit,2014,14/02/26,19 14 09,+40 36 58,772.83,0.93,0.719,,4954,,Confirmed planets
Kepler-1617 b,0,,0.107,27.4785572,,,,,,,,,transit,2016,16/05/10,19 11 45,+46 25 07,,1.15,1.22,0.01,6167,,Confirmed planets
HD 166724 b,0,3.53,,5144,5.42,0.734,202,,,,,,RV,2011,12/11/29,18 14 00,-42 34 31,42.3,0.81,,-0.09,5150,4,Confirmed planets
Kepler-1044 b,0,,0.238,6.77408868,,,,,,,,,transit,2016,16/05/10,19 32 35,+46 39 58,,1.08,1.11,0.04,5985,,Confirmed planets
WASP-65 b,0,1.55,1.112,2.3114243,0.0334,0,,,,88.8,1480,,transit,2011,13/07/25,08 53 28,+08 31 23,310,0.93,1.01,-0.07,5600,,Confirmed planets
Kepler-1508 b,0,,0.119,20.7056504,,,,,,,,,transit,2016,16/05/10,19 52 29,+40 22 30,,1.14,1.22,0.01,6158,,Confirmed planets
Kepler-762 b,0,,1.131,3.7705521,,,,,,,,,transit,2016,16/05/10,19 25 06,+47 19 46,,1.06,1.08,0.02,5944,,Confirmed planets
WASP-7 b,0,0.96,1.33,4.9546416,0.0617,0,,,,87.03,1359.5,,transit,2008,12/04/08,20 44 10,-39 13 31,140,1.276,1.432,,6400,,Confirmed planets
Kepler-602 b,0,,0.186,15.28469497,,,,,,,,,transit,2016,16/05/10,19 44 08,+42 08 31,,1.08,1.13,-0.02,6062,,Confirmed planets
Kepler-1313 b,0,,0.157,3.83309118,,,,,,,,,transit,2016,16/05/10,19 29 33,+42 13 60,,0.92,0.85,0,5453,,Confirmed planets
Kepler-472 b,0,,0.287,4.17625551,,,,,,,,,transit,2016,16/05/10,19 46 06,+39 14 59,,0.85,0.78,0.16,4996,,Confirmed planets
HD 147513 A b,2,1.21,,528.4,1.32,0.26,,,,,,,RV,2003,12/12/08,16 24 01,-39 11 34,12.9,0.92,1,-0.03,,,"Confirmed planets, Planets in binary systems, S-type"
HD 89307 b,0,2,,2199,3.34,0.25,,,,,146.5,,RV,2004,12/05/25,10 18 21,+12 37 15,30.9,1.028,1.05,-0.14,5950,,Confirmed planets
Kepler-813 b,0,,0.191,19.12947337,,,,,,,,,transit,2016,16/05/10,19 02 39,+48 26 07,,0.95,0.93,-0.13,5743,,Confirmed planets
Kepler-1015 b,0,,0.317,16.00494214,,,,,,,,,transit,2016,16/05/10,19 31 02,+43 25 37,,1.49,1.81,0.06,6769,,Confirmed planets
EPIC 201549860 b,2,,0.203,5.6084,0.0555,,,,,,766,,transit,2015,15/07/07,11 20 24.739,+01 17 09.44,249,0.73,0.69,0.05,4523,,"Controversial, Planets in binary systems, S-type"
Kepler-1597 b,0,,0.095,2.94654179,,,,,,,,,transit,2016,16/05/10,19 12 39,+42 28 52,,1.25,1.39,0.02,6377,,Confirmed planets
HIP 68468 b,0,0.011,,1.8372,0.029743,0.41,,,,,,,,2016,16/11/02,14 01 04,-32 14 35,87.8,1.05,,0.065,5857,5.9,Confirmed planets
HIP 68468 c,0,0.094,,194,0.665,0.04,,,,,,,,2016,16/11/02,14 01 04,-32 14 35,87.8,1.05,,0.065,5857,5.9,Confirmed planets
Kepler-1468 b,0,,0.154,8.23984869,,,,,,,,,transit,2016,16/05/10,19 34 05,+41 16 39,,1.04,1.05,0.03,5893,,Confirmed planets
Kepler-1468 c,0,,0.103,3.54553021,,,,,,,,,transit,2016,16/05/10,19 34 05,+41 16 39,,1.04,1.05,0.03,5893,,Confirmed planets
Qatar-1 b,0,1.33,1.164,1.42002504,0.02343,0,,,,83.82,1389,,transit,2010,13/04/02,20 13 32,+65 09 43,,0.85,0.8,0.2,4910,4.5,Confirmed planets
Kepler-1203 b,0,,0.095,0.58800076,,,,,,,,,transit,2016,16/05/10,19 31 06,+44 10 41,,0.64,0.61,0.01,4105,,Confirmed planets
Kepler-723 b,0,,1.088,4.08227507,,,,,,,,,transit,2016,16/05/10,18 59 19,+44 39 29,,0.92,0.89,0,5539,,Confirmed planets
Kepler-1302 b,0,,0.128,8.83922659,,,,,,,,,transit,2016,16/05/10,19 23 57,+50 18 29,,0.86,0.82,0.04,5236,,Confirmed planets
Kepler-1129 b,0,,0.264,24.3397804,,,,,,,,,transit,2016,16/05/10,19 26 25,+41 18 34,,1,1,-0.04,5831,,Confirmed planets
Kepler-1129 c,0,,0.244,76.5369586,,,,,,,,,transit,2016,16/05/10,19 26 25,+41 18 34,,1,1,-0.04,5831,,Confirmed planets
BD-10 3166 b,0,0.408,,3.48777,0.0427,0.019,334,,,,,,RV,2000,15/11/17,10 58 28.7798,-10 46 13.386,65.19,0.85,0.81,0.382,5393,,Confirmed planets
omi CrB b,0,1.5,,187.83,0.83,0.191,79,,,,,,RV,2012,15/11/02,15 20 08.55879,+29 36 58.3488,82.8,2.13,10.5,-0.29,4749,,Confirmed planets
Kepler-390 b,0,,0.07473,6.738088,,,,,,,,,transit,2014,14/02/26,19 26 30,+41 12 30,429.55,0.844,0.776,,5166,,Confirmed planets
Kepler-390 c,0,,0.07199,13.060022,,,,,,,,,transit,2014,14/02/26,19 26 30,+41 12 30,429.55,0.844,0.776,,5166,,Confirmed planets
TAP 26 b,0,1.73,,10.91,0.0975,,,,,,,,RV,2017,17/01/09,04 18 52,+17 23 17,,1.04,1.36,,,0.017,Confirmed planets
1RXS1609 b,0,,1.7,,,,,,,,2000,,imaging,2008,15/07/29,16 09 30,-21 04 58,145,0.85,1.35,,4060,0.011,Confirmed planets
Kepler-1531 b,0,,0.099,1.13854338,,,,,,,,,transit,2016,16/05/10,19 00 35,+39 22 15,,1.16,1.27,-0.03,6260,,Confirmed planets
Kepler-1186 b,0,,0.199,16.07677615,,,,,,,,,transit,2016,16/05/10,19 13 55,+47 06 06,,0.95,0.93,0,5635,,Confirmed planets
HD 984 b,0,65,,,18,,,,,,2730,,imaging,2017,17/03/09,00 14 10,-07 48 03,47.1,1.2,,,6315,80,Confirmed planets
Kepler-1382 b,0,,0.168,16.3583055,,,,,,,,,transit,2016,16/05/10,19 41 31,+39 02 53,,1.36,1.72,0.3,6161,,Confirmed planets
Kepler-724 b,0,,0.294,3.31494634,,,,,,,,,transit,2016,16/05/10,19 33 49,+44 47 34,,0.9,0.86,-0.02,5437,,Confirmed planets
HD 219134 b,0,0.012,0.1433,3.0931,0.038474,0,0,,,85.058,,,RV,2015,15/10/20,23 13 16.97632,+57 10 06.0823,6.546,0.794,0.778,0.11,4699,12.9,Confirmed planets
HD 219134 c,0,0.011,,6.7635,0.064816,0,0,,,,,,RV,2015,15/10/20,23 13 16.97632,+57 10 06.0823,6.546,0.794,0.778,0.11,4699,12.9,Confirmed planets
HD 219134 d,0,0.028,,22.805,0.14574,0,0,,,,,,RV,2015,15/10/20,23 13 16.97632,+57 10 06.0823,6.546,0.794,0.778,0.11,4699,12.9,Confirmed planets
HD 219134 e,0,0.067,,46.71,0.23508,0,0,,,,,,RV,2015,15/10/20,23 13 16.97632,+57 10 06.0823,6.546,0.794,0.778,0.11,4699,12.9,Confirmed planets
HD 219134 f,0,0.034,,94.2,0.3753,0,0,,,,,,RV,2015,15/10/20,23 13 16.97632,+57 10 06.0823,6.546,0.794,0.778,0.11,4699,12.9,Confirmed planets
HD 219134 g,0,0.34,,2247,3.11,0.06,215,,,,,,RV,2015,15/10/20,23 13 16.97632,+57 10 06.0823,6.546,0.794,0.778,0.11,4699,12.9,Confirmed planets
KOI-523.02,0,0.00535,0.26428,36.855,,,,,,,,,transit,2013,13/09/13,19 04 11,+45 03 11,1387.37,0.93,0.98,,6197,1.8,Confirmed planets
KOI-523.01,0,0.01982,0.64703,49.412,,,,,,,,,transit,2013,13/09/13,19 04 11,+45 03 11,1387.37,0.93,0.98,,6197,1.8,Confirmed planets
Kepler-1270 b,0,,0.296,6.03356196,,,,,,,,,transit,2016,16/05/10,19 06 52,+48 38 43,,1.28,3.38,-0.02,5047,,Confirmed planets
61 Vir b,0,0.016,,4.215,0.050201,0.12,105,,,,,,RV,2009,15/11/02,13 18 24.31427,-18 18 40.3047,8.52,0.95,0.963,0.05,5571,6.3,Confirmed planets
61 Vir c,0,0.0573,,38.021,0.2175,0.14,341,,,,,,RV,2009,15/11/02,13 18 24.31427,-18 18 40.3047,8.52,0.95,0.963,0.05,5571,6.3,Confirmed planets
61 Vir d,0,0.0721,,123.01,0.476,0.35,314,,,,,,RV,2009,15/11/02,13 18 24.31427,-18 18 40.3047,8.52,0.95,0.963,0.05,5571,6.3,Confirmed planets
Kepler-1274 b,0,,0.127,6.98152703,,,,,,,,,transit,2016,16/05/10,18 58 22,+46 26 59,,1.45,2.17,0.11,6179,,Confirmed planets
Kepler-1415 b,0,,0.115,0.63642408,,,,,,,,,transit,2016,16/05/10,19 00 38,+47 52 24,,0.89,0.84,0.12,5267,,Confirmed planets
CoRoT-13 b,0,1.308,0.885,4.03519,0.051,0,,,,88.02,1166.5,,transit,2010,10/07/12,06 50 53,-05 05 11,1310,1.09,1.01,0.01,5945,,Confirmed planets
Kepler-960 b,0,,0.204,3.12686223,,,,,,,,,transit,2016,16/05/10,18 45 50,+46 44 47,,0.77,0.72,0.02,4755,,Confirmed planets
Kepler-352 c,0,,0.113,16.332995,,,,,,,,,transit,2014,14/02/26,19 59 35,+46 03 07,279.58,,0.781,,5212,,Confirmed planets
Kepler-352 b,0,,0.07837,10.05537,,,,,,,,,transit,2014,14/02/26,19 59 35,+46 03 07,279.58,,0.781,,5212,,Confirmed planets
HD 205739 b,0,1.37,,279.8,0.896,0.27,,,,,330.2,,RV,2008,08/09/08,21 38 08,-31 44 15,90.3,1.22,1.33,0.19,6176,,Confirmed planets
HD 137388 b,0,0.223,,330,0.89,0.36,,,,,219.9,,RV,2011,11/08/02,15 35 40,-80 12 17,38,0.86,0.82,0.18,5240,,Confirmed planets
Kepler-976 b,0,,0.353,105.9564148,,,,,,,,,transit,2016,16/05/10,19 19 29,+46 43 47,,0.87,0.83,0.07,5232,,Confirmed planets
HD 102195 b,0,0.45,,4.113775,0.049,0,,,,,963.1,,RV,2005,10/12/21,11 45 42,+02 49 17,28.98,0.926,0.835,0.05,5291,,Confirmed planets
Kepler-1383 b,0,,0.126,13.9093583,,,,,,,,,transit,2016,16/05/10,19 51 47,+42 11 31,,1.26,1.44,0.03,6370,,Confirmed planets
Kepler-201 b,0,,0.22418,25.672083,,,,,,,,,transit,2014,14/02/26,19 34 30,+41 16 22,608.78,1.177,1.229,,6065,,Confirmed planets
Kepler-201 c,0,,0.25972,151.884058,,,,,,,,,transit,2014,14/02/26,19 34 30,+41 16 22,608.78,1.177,1.229,,6065,,Confirmed planets
NN Ser (AB) c,1,6.96,,5654.6797,5.389,0.142,317,,,,,,timing,2010,13/06/20,15 52 56,+12 54 47,500,,,,,,"Confirmed planets, Planets in binary systems, P-type"
NN Ser (AB) d,1,1.74,,2793,3.358,0.223,48,,,,,,timing,2009,13/06/20,15 52 56,+12 54 47,500,,,,,,"Confirmed planets, Planets in binary systems, P-type"
Kepler-393 b,0,,0.11756,9.182417,,,,,,,,,transit,2014,14/02/26,19 23 58,+45 11 31,788.49,1.38,1.382,,6189,,Confirmed planets
Kepler-393 c,0,,0.1212,14.613612,,,,,,,,,transit,2014,14/02/26,19 23 58,+45 11 31,788.49,1.38,1.382,,6189,,Confirmed planets
Kepler-1000 b,0,,0.425,120.0181272,,,,,,,,,transit,2016,16/05/10,19 06 45,+47 05 54,,1.4,1.51,0.35,6453,,Confirmed planets
Kepler-1369 b,0,,0.24,25.873148,,,,,,,,,transit,2016,16/05/10,19 03 11,+40 56 10,,0.99,0.99,0,5761,,Confirmed planets
Kepler-911 b,0,,0.232,20.310501,,,,,,,,,transit,2016,16/05/10,19 54 21,+40 45 02,,1.34,1.99,0.03,6112,,Confirmed planets
Kepler-535 b,0,,0.211,4.90332155,,,,,,,,,transit,2016,16/05/10,19 46 16,+49 41 47,,1.18,1.27,0.13,6123,,Confirmed planets
Kepler-1007 b,0,,0.128,5.18500207,,,,,,,,,transit,2016,16/05/10,19 43 38,+45 48 33,,0.73,0.7,0.03,4587,,Confirmed planets
6 Lyn b,0,2.21,,874.774,2.18,0.059,314.9,,75.5,2,,,RV,2008,15/09/20,06 30 47.10797,+58 09 45.4809,55.8,1.82,5.2,-0.13,4978,,Confirmed planets
EPIC 211969807 b,0,,0.17,1.97419,,0.18,,,,88,,,,2016,16/09/07,08 38 33,+19 46 26,,0.51,0.48,,3660,0.8,Confirmed planets
Kepler-368 b,0,,0.29708,26.84768,,,,,,,,,transit,2014,14/02/26,19 27 31,+45 23 16,765.99,0.97,2.019,,5502,,Confirmed planets
